env	gen	block	dbh	pil
S1	C034	5	10	17
S1	C034	6	11.1	17
S1	C034	7	14.2	18
S1	C034	8	15.5	16
S1	C034	9	NA	NA
S1	C034	10	NA	NA
S1	C034	11	16.1	16
S1	C034	12	13.1	13
S1	C034	13	NA	NA
S1	C034	14	13.8	14
S1	C034	15	17.5	14
S1	C034	16	17	14
S1	C034	17	6.2	15
S1	C034	18	15.3	17
S1	C034	19	18.6	16
S1	C034	20	14.7	18
S1	C034	21	18.2	17
S1	C034	22	12.6	16
S1	C034	23	15.8	17
S1	C034	24	15.1	18
S1	C034	25	6.6	21
S1	C034	26	19	17
S1	C034	27	15.8	17
S1	C034	28	11.6	19
S1	C034	29	5.1	19
S1	C034	30	NA	NA
S1	C035	1	15.41	20
S1	C035	2	14.71	18.5
S1	C035	3	11.4	18
S1	C035	4	15.82	18.5
S1	C035	5	16.93	18.5
S1	C035	6	12.89	20
S1	C035	7	NA	NA
S1	C035	8	14.67	22
S1	C035	9	15.28	19
S1	C035	10	NA	NA
S1	C035	11	10.12	18
S1	C035	12	16.71	18.5
S1	C035	13	NA	NA
S1	C035	14	NA	NA
S1	C035	15	17.54	17.5
S1	C035	16	NA	NA
S1	C035	17	12.86	20
S1	C035	18	11.62	19.5
S1	C035	19	NA	NA
S1	C035	20	11.05	19.5
S1	C035	21	12.86	17.5
S1	C035	22	NA	NA
S1	C035	23	14.8	17.5
S1	C035	24	16.07	15
S1	C035	25	15.28	16
S1	C035	26	17.03	16.5
S1	C035	27	15.92	17
S1	C035	28	NA	NA
S1	C035	29	17.98	18.5
S1	C036	1	11	18
S1	C036	2	8.8	19
S1	C036	3	12.7	20
S1	C036	4	11	15
S1	C036	5	15.4	20
S1	C036	6	15.2	18
S1	C036	7	NA	NA
S1	C036	8	10.3	25
S1	C036	9	NA	NA
S1	C036	10	NA	NA
S1	C036	11	15.2	14
S1	C036	12	NA	NA
S1	C036	13	NA	NA
S1	C036	14	NA	NA
S1	C036	15	16.7	16
S1	C036	16	17.8	15
S1	C036	17	11.5	16
S1	C036	18	15.8	14
S1	C036	19	13.6	17
S1	C036	20	NA	NA
S1	C036	21	13.2	16
S1	C036	22	NA	NA
S1	C036	23	16.5	17
S1	C036	24	NA	NA
S1	C036	25	17.7	18
S1	C036	26	17.6	19
S1	C036	27	12.9	22
S1	C036	28	16.4	20
S1	C036	29	NA	NA
S1	C036	30	NA	NA
S1	C037	1	12.9	23
S1	C037	2	14.6	22
S1	C037	3	12.2	21
S1	C037	4	12.6	18
S1	C037	5	14.7	20
S1	C037	6	13.2	18
S1	C037	7	13.7	20
S1	C037	8	NA	NA
S1	C037	9	14.3	17
S1	C037	10	11.1	22
S1	C037	11	NA	NA
S1	C037	12	NA	NA
S1	C037	13	NA	NA
S1	C037	14	NA	NA
S1	C037	15	12.6	14
S1	C037	16	10.5	19
S1	C037	17	13.9	15
S1	C037	18	14.1	18
S1	C037	19	14.3	19
S1	C037	20	13.6	19
S1	C037	21	13.3	18
S1	C037	22	17	16
S1	C037	23	15.8	17
S1	C037	24	NA	NA
S1	C037	25	15.6	16
S1	C037	26	NA	NA
S1	C037	27	14.8	18
S1	C037	28	17.8	19
S1	C037	29	13.1	19
S1	C037	30	15.2	18
S1	C038	1	12.4	22
S1	C038	2	12.4	18
S1	C038	3	NA	NA
S1	C038	4	NA	NA
S1	C038	5	NA	NA
S1	C038	6	15.3	17
S1	C038	7	15.1	15
S1	C038	8	NA	NA
S1	C038	9	NA	NA
S1	C038	10	NA	NA
S1	C038	11	NA	NA
S1	C038	12	NA	NA
S1	C038	13	NA	NA
S1	C038	14	NA	NA
S1	C038	15	NA	NA
S1	C038	16	12	14
S1	C038	17	NA	NA
S1	C038	18	NA	NA
S1	C038	19	NA	NA
S1	C038	20	15.3	16
S1	C038	21	NA	NA
S1	C038	22	13.6	18
S1	C038	23	NA	NA
S1	C038	24	NA	NA
S1	C038	25	NA	NA
S1	C038	26	NA	NA
S1	C038	27	NA	NA
S1	C038	28	NA	NA
S1	C038	29	NA	NA
S1	C038	30	18	13
S1	C039	1	12.9	21
S1	C039	2	15.1	20
S1	C039	3	15.4	13
S1	C039	4	16.2	18
S1	C039	5	16.2	17
S1	C039	6	7.8	15
S1	C039	7	NA	NA
S1	C039	8	NA	NA
S1	C039	9	10.6	16
S1	C039	10	NA	NA
S1	C039	11	15.5	14
S1	C039	12	15	10
S1	C039	13	17.8	13
S1	C039	14	14.3	12
S1	C039	15	15.6	12
S1	C039	16	12.4	15
S1	C039	17	18.6	13
S1	C039	18	14.7	16
S1	C039	19	18.6	15
S1	C039	20	14.8	16
S1	C039	21	17.8	17
S1	C039	22	17.1	15
S1	C039	23	16	15
S1	C039	24	17.7	14
S1	C039	25	16.3	18
S1	C039	26	16	15
S1	C039	27	10.1	19
S1	C039	28	14.4	17
S1	C039	29	14	20
S1	C039	30	6.8	16
S1	C040	1	16.4	22
S1	C040	2	16	21
S1	C040	3	15.9	18
S1	C040	4	13.1	23
S1	C040	5	15.2	19
S1	C040	6	16.4	20
S1	C040	7	16.6	19
S1	C040	8	15.2	23
S1	C040	9	NA	NA
S1	C040	10	NA	NA
S1	C040	11	NA	NA
S1	C040	12	15.3	14
S1	C040	13	18.3	16
S1	C040	14	14.9	14
S1	C040	15	12.4	16
S1	C040	16	12.5	16
S1	C040	17	14	17
S1	C040	18	16.1	16
S1	C040	19	14.9	20
S1	C040	20	16	21
S1	C040	21	16.4	19
S1	C040	22	10.5	21
S1	C040	23	11.7	19
S1	C040	24	14.7	19
S1	C040	25	16.2	22
S1	C040	26	15.6	22
S1	C040	27	16.6	21
S1	C040	28	13.4	23
S1	C040	29	15.4	21
S1	C040	30	15.3	15
S1	C041	1	15.9	17
S1	C041	2	12.4	23
S1	C041	3	12.7	20
S1	C041	4	NA	NA
S1	C041	5	14.7	16
S1	C041	6	15.4	17
S1	C041	7	NA	NA
S1	C041	8	14.7	17
S1	C041	9	5.9	21
S1	C041	10	15.4	16
S1	C041	11	14.6	13
S1	C041	12	NA	NA
S1	C041	13	NA	NA
S1	C041	14	16.2	14
S1	C041	15	NA	NA
S1	C041	16	NA	NA
S1	C041	17	NA	NA
S1	C041	18	15.6	15
S1	C041	19	NA	NA
S1	C041	20	NA	NA
S1	C041	21	13.5	18
S1	C041	22	14.8	16
S1	C041	23	NA	NA
S1	C041	24	15.2	16
S1	C041	25	15.3	17
S1	C041	26	14.3	17
S1	C041	27	NA	NA
S1	C041	28	16.6	15
S1	C041	29	16.6	17
S1	C041	30	16.3	17
S1	C042	1	6.9	23
S1	C042	2	11.8	21
S1	C042	3	14.6	18
S1	C042	4	13.9	18
S1	C042	5	15.5	20
S1	C042	6	12.8	16
S1	C042	7	8.3	19
S1	C042	8	15.3	20
S1	C042	9	14.3	15
S1	C042	10	10.4	14
S1	C042	11	14.9	11
S1	C042	12	14.3	15
S1	C042	13	2.5	14
S1	C042	14	14.5	13
S1	C042	15	15.7	13
S1	C042	16	10.8	17
S1	C042	17	15.8	16
S1	C042	18	14.8	15
S1	C042	19	14.7	17
S1	C042	20	8.1	18
S1	C042	21	NA	NA
S1	C042	22	13.4	18
S1	C042	23	NA	NA
S1	C042	24	16.5	18
S1	C042	25	13.5	19
S1	C042	26	13.2	19
S1	C042	27	16.4	18
S1	C042	28	12	17
S1	C042	29	13.4	17
S1	C042	30	15.4	15
S1	C043	1	13.6	27
S1	C043	2	15.3	25
S1	C043	3	NA	NA
S1	C043	4	15.1	22
S1	C043	5	14	24
S1	C043	6	16.6	22
S1	C043	7	NA	NA
S1	C043	8	13.1	25
S1	C043	9	15.6	22
S1	C043	10	NA	NA
S1	C043	11	12.8	21
S1	C043	12	14.6	21
S1	C043	13	NA	NA
S1	C043	14	13.2	18
S1	C043	15	16.4	18
S1	C043	16	12.9	18
S1	C043	17	14.8	19
S1	C043	18	12.8	19
S1	C043	19	12.2	23
S1	C043	20	NA	NA
S1	C043	21	15.3	22
S1	C043	22	NA	NA
S1	C043	23	13.6	21
S1	C043	24	14.5	20
S1	C043	25	16.4	25
S1	C043	26	17.5	22
S1	C043	27	15.4	26
S1	C043	28	16	23
S1	C043	29	15.1	20
S1	C043	30	18	21
S1	C044	1	13.5	25
S1	C044	2	11.8	24
S1	C044	3	NA	NA
S1	C044	4	15.1	22
S1	C044	5	15.6	23
S1	C044	6	11.8	22
S1	C044	7	16.8	22
S1	C044	8	14.8	24
S1	C044	9	NA	NA
S1	C044	10	NA	NA
S1	C044	11	15.5	20
S1	C044	12	16.5	14
S1	C044	13	NA	NA
S1	C044	14	13.8	17
S1	C044	15	NA	NA
S1	C044	16	16.9	15
S1	C044	17	NA	NA
S1	C044	18	15.6	16
S1	C044	19	NA	NA
S1	C044	20	16.6	19
S1	C044	21	12.1	28
S1	C044	22	14	21
S1	C044	23	14.5	22
S1	C044	24	15.1	21
S1	C044	25	NA	NA
S1	C044	26	14.5	21
S1	C044	27	16.6	21
S1	C044	28	14.6	21
S1	C044	29	16.1	19
S1	C044	30	12.6	20
S1	C045	1	11.2	23
S1	C045	2	15.3	23
S1	C045	3	14.4	15
S1	C045	4	12.8	14
S1	C045	5	13.7	21
S1	C045	6	15.9	19
S1	C045	7	NA	NA
S1	C045	8	16.9	19
S1	C045	9	15.6	19
S1	C045	10	NA	NA
S1	C045	11	18.5	14
S1	C045	12	NA	NA
S1	C045	13	13.8	15
S1	C045	14	16.2	13
S1	C045	15	15.2	13
S1	C045	16	12.4	20
S1	C045	17	15.2	16
S1	C045	18	13.3	18
S1	C045	19	NA	NA
S1	C045	20	NA	NA
S1	C045	21	NA	NA
S1	C045	22	14.5	20
S1	C045	23	NA	NA
S1	C045	24	14.3	21
S1	C045	25	15.7	19
S1	C045	26	NA	NA
S1	C045	27	NA	NA
S1	C045	28	17.9	15
S1	C045	29	NA	NA
S1	C045	30	NA	NA
S1	C046	1	16.65	18.5
S1	C046	2	14.58	19
S1	C046	3	11.94	20.5
S1	C046	4	15.09	18.5
S1	C046	5	14.07	19.5
S1	C046	6	15.85	18
S1	C046	7	16.81	17.5
S1	C046	8	15.44	18
S1	C046	9	14.64	20
S1	C046	10	14.64	17.5
S1	C046	11	14.2	19
S1	C046	12	17.03	17.5
S1	C046	13	16.97	20
S1	C046	14	15.18	19.5
S1	C046	15	16.39	19
S1	C046	16	17.03	17.5
S1	C046	17	16.74	17
S1	C046	18	16.3	19.5
S1	C046	19	15.85	20
S1	C046	20	13.5	16
S1	C046	21	17.67	16
S1	C046	22	16.93	16.5
S1	C046	23	14.29	17.5
S1	C046	24	16.55	18
S1	C046	25	14.1	17.5
S1	C046	26	15.28	19.5
S1	C046	27	15.53	19.5
S1	C046	28	18.08	16
S1	C046	29	15.02	14.5
S1	C046	30	14.26	17.5
S1	C047	1	11.6	20
S1	C047	2	13.7	20
S1	C047	3	14	21
S1	C047	4	7.6	18
S1	C047	5	15.5	18
S1	C047	6	12.7	22
S1	C047	7	14.5	21
S1	C047	8	13.7	21
S1	C047	9	14.6	18
S1	C047	10	14.7	18
S1	C047	11	14.6	11
S1	C047	12	15.4	13
S1	C047	13	14.5	14
S1	C047	14	NA	NA
S1	C047	15	15.5	15
S1	C047	16	13.7	15
S1	C047	17	NA	NA
S1	C047	18	NA	NA
S1	C047	19	11.3	17
S1	C047	20	12.1	19
S1	C047	21	7	21
S1	C047	22	14.5	19
S1	C047	23	12.2	20
S1	C047	24	15.4	18
S1	C047	25	16.2	15
S1	C047	26	13.7	16
S1	C047	27	NA	NA
S1	C047	28	14.7	16
S1	C047	29	14.5	20
S1	C047	30	8.8	17
S1	C048	1	14.9	17
S1	C048	2	14.2	15
S1	C048	3	10.8	16
S1	C048	4	15.8	11
S1	C048	5	14	16
S1	C048	6	14.5	14
S1	C048	7	16.5	14
S1	C048	8	15.1	15
S1	C048	9	NA	NA
S1	C048	10	15	13
S1	C048	11	NA	NA
S1	C048	12	12.4	11
S1	C048	13	NA	NA
S1	C048	14	13.4	12
S1	C048	15	14.1	11
S1	C048	16	12.3	13
S1	C048	17	14.7	12
S1	C048	18	NA	NA
S1	C048	19	15	14
S1	C048	20	12.1	17
S1	C048	21	NA	NA
S1	C048	22	14.3	15
S1	C048	23	15.6	13
S1	C048	24	13.2	15
S1	C048	25	14	16
S1	C048	26	NA	NA
S1	C048	27	15.6	13
S1	C048	28	14.9	14
S1	C048	29	15.1	14
S1	C048	30	11.1	17
S1	C049	1	12.73	22
S1	C049	2	12.8	23
S1	C049	3	16.49	19.5
S1	C049	4	13.62	22
S1	C049	5	12.41	22.5
S1	C049	6	6.88	21.5
S1	C049	7	12.89	23
S1	C049	8	13.34	20.5
S1	C049	9	17.03	18
S1	C049	10	14.48	20.5
S1	C049	11	13.37	20.5
S1	C049	12	15.66	21
S1	C049	13	16.55	18
S1	C049	14	14.51	20.5
S1	C049	15	14.64	18.5
S1	C049	16	14.29	23.5
S1	C049	17	15.12	21
S1	C049	18	16.36	20.5
S1	C049	19	12	18.5
S1	C049	20	NA	NA
S1	C049	21	17	17.5
S1	C049	22	13.91	19.5
S1	C049	23	13.53	21.5
S1	C049	24	12.41	19.5
S1	C049	25	13.69	21.5
S1	C049	26	15.85	20.5
S1	C049	27	14.45	21.5
S1	C049	28	17.57	19
S1	C049	29	14.32	20.5
S1	C049	30	15.09	20
S1	C050	1	14.45	20.5
S1	C050	2	14.32	20.5
S1	C050	3	14.8	17.5
S1	C050	4	16.39	18.5
S1	C050	5	11.2	18.5
S1	C050	6	13.43	19
S1	C050	7	18.53	19
S1	C050	8	16.68	20.5
S1	C050	9	17.92	17
S1	C050	10	18.21	17.5
S1	C050	11	NA	NA
S1	C050	12	15.44	17
S1	C050	13	15.98	20
S1	C050	14	11.71	20.5
S1	C050	15	12.25	15.5
S1	C050	16	17.73	18.5
S1	C050	17	19	16.5
S1	C050	18	14.64	20.5
S1	C050	19	17.95	17.5
S1	C050	20	14.23	20.5
S1	C050	21	13.27	15.5
S1	C050	22	16.55	17
S1	C050	23	NA	NA
S1	C050	24	15.44	17
S1	C050	25	13.27	18.5
S1	C050	26	16.55	19.5
S1	C050	27	10.35	20.5
S1	C050	28	16.2	19
S1	C050	29	14.8	19.5
S1	C050	30	12.89	16.5
S1	C051	1	5.41	19.5
S1	C051	2	12.89	21.5
S1	C051	3	14.01	23
S1	C051	4	10.5	22
S1	C051	5	13.81	22
S1	C051	6	14.87	20.5
S1	C051	7	12.03	18
S1	C051	8	15.02	22.5
S1	C051	9	4.2	17
S1	C051	10	NA	NA
S1	C051	11	NA	NA
S1	C051	12	12.61	24.5
S1	C051	13	15.22	21
S1	C051	14	9.9	22
S1	C051	15	15.66	22.5
S1	C051	16	15.22	20
S1	C051	17	16.07	22.5
S1	C051	18	16.17	22
S1	C051	19	12.25	20
S1	C051	20	15.85	21
S1	C051	21	11.71	19.5
S1	C051	22	13.69	21
S1	C051	23	14.01	20
S1	C051	24	NA	NA
S1	C051	25	13.11	21.5
S1	C051	26	14.32	22.5
S1	C051	27	NA	NA
S1	C051	28	13.31	22.5
S1	C051	29	15.95	22
S1	C051	30	12.03	23
S1	C052	1	14.07	20
S1	C052	2	5.44	15.5
S1	C052	3	15.02	16.5
S1	C052	4	13.85	19.5
S1	C052	5	12.16	16.5
S1	C052	6	13.18	20
S1	C052	7	11.59	16
S1	C052	8	11.62	17
S1	C052	9	16.52	21
S1	C052	10	NA	NA
S1	C052	11	14.26	19.5
S1	C052	12	15.76	18.5
S1	C052	13	16.87	14.5
S1	C052	14	15.66	18
S1	C052	15	NA	NA
S1	C052	16	14.96	20
S1	C052	17	15.18	18.5
S1	C052	18	13.91	22.5
S1	C052	19	15.92	20
S1	C052	20	15.82	16.5
S1	C052	21	13.69	15.5
S1	C052	22	15.41	17.5
S1	C052	23	15.6	15.5
S1	C052	24	13.15	17.5
S1	C052	25	13.85	19
S1	C052	26	13.21	17.5
S1	C052	27	15.85	18
S1	C052	28	10.09	17.5
S1	C052	29	12.67	19.5
S1	C052	30	NA	NA
S1	C053	1	14.16	19.5
S1	C053	2	13.21	18
S1	C053	3	11.14	18.5
S1	C053	4	12.48	20
S1	C053	5	14.96	18.5
S1	C053	6	12.57	20
S1	C053	7	14.01	15.5
S1	C053	8	12.89	16.5
S1	C053	9	14.64	17.5
S1	C053	10	14.64	18.5
S1	C053	11	13.62	20
S1	C053	12	14.96	17.5
S1	C053	13	15.69	14
S1	C053	14	14.8	16
S1	C053	15	14.96	18
S1	C053	16	NA	NA
S1	C053	17	15.09	16.5
S1	C053	18	16.33	17.5
S1	C053	19	14.45	17.5
S1	C053	20	15.5	16.5
S1	C053	21	16.81	15
S1	C053	22	15.12	13.5
S1	C053	23	16.2	15
S1	C053	24	16.42	16.5
S1	C053	25	13.62	16
S1	C053	26	12.03	17.5
S1	C053	27	14.23	17.5
S1	C053	28	14.26	16.5
S1	C053	29	16.14	15.5
S1	C053	30	12.22	17.5
S1	C054	1	13.75	20
S1	C054	2	16.77	18
S1	C054	3	16.93	17.5
S1	C054	4	NA	NA
S1	C054	5	15.95	19.5
S1	C054	6	12.03	19
S1	C054	7	NA	NA
S1	C054	8	16.74	18.5
S1	C054	9	14.58	16.5
S1	C054	10	14.67	18.5
S1	C054	11	13.85	16.5
S1	C054	12	17.03	18.5
S1	C054	13	15.22	19
S1	C054	14	10.09	20
S1	C054	15	NA	NA
S1	C054	16	18.88	17
S1	C054	17	17.03	15.5
S1	C054	18	17.63	16
S1	C054	19	18.91	17
S1	C054	20	18.59	15.5
S1	C054	21	20.5	16
S1	C054	22	17.51	16.5
S1	C054	23	17.32	13.5
S1	C054	24	16.39	15.5
S1	C054	25	16.97	15.5
S1	C054	26	15.88	16.5
S1	C054	27	14.42	19
S1	C054	28	13.43	17.5
S1	C054	29	15.22	18.5
S1	C054	30	15.72	17
S1	C055	1	12.48	20
S1	C055	2	9.93	16.5
S1	C055	3	14.39	16.5
S1	C055	4	11.52	18
S1	C055	5	16.17	14
S1	C055	6	14.58	17
S1	C055	7	NA	NA
S1	C055	8	10.44	19
S1	C055	9	9.87	16
S1	C055	10	14.96	15
S1	C055	11	5.41	17.5
S1	C055	12	14.83	15
S1	C055	13	NA	NA
S1	C055	14	16.42	16
S1	C055	15	10.66	19
S1	C055	16	17.51	16.5
S1	C055	17	14.93	16.5
S1	C055	18	16.49	16
S1	C055	19	12.99	20
S1	C055	20	14.9	17
S1	C055	21	16.23	15
S1	C055	22	14.23	16
S1	C055	23	14.96	16
S1	C055	24	14.58	16
S1	C055	25	10.98	17.5
S1	C055	26	12.99	17
S1	C055	27	15.41	15
S1	C055	28	12.61	18.5
S1	C055	29	14.16	17
S1	C055	30	15.09	17.5
S1	C056	1	14.87	18
S1	C056	2	12.57	17.5
S1	C056	3	13.81	17.5
S1	C056	4	9.04	19.5
S1	C056	5	13.4	18
S1	C056	6	14.8	17
S1	C056	7	12	18.5
S1	C056	8	16.07	16
S1	C056	9	12.89	17.5
S1	C056	10	15.76	17.5
S1	C056	11	13.37	15
S1	C056	12	13.53	15.5
S1	C056	13	NA	NA
S1	C056	14	14.16	16
S1	C056	15	14.71	18.5
S1	C056	16	12.29	16
S1	C056	17	14.01	18.5
S1	C056	18	14.77	18.5
S1	C056	19	15.53	15.5
S1	C056	20	16.68	13.5
S1	C056	21	NA	NA
S1	C056	22	17.67	14
S1	C056	23	16.52	12.5
S1	C056	24	16.23	14.5
S1	C056	25	10.25	17.5
S1	C056	26	12.57	18.5
S1	C056	27	14.04	19
S1	C056	28	NA	NA
S1	C056	29	13.37	18
S1	C056	30	17.63	13.5
S1	C057	1	13.21	24
S1	C057	2	10.89	21
S1	C057	3	11.27	21.5
S1	C057	4	14.01	23
S1	C057	5	17.25	23
S1	C057	6	8.18	19
S1	C057	7	16.55	25
S1	C057	8	15.72	25
S1	C057	9	12.83	24
S1	C057	10	12.92	24
S1	C057	11	10.19	22.5
S1	C057	12	15.98	27
S1	C057	13	14.96	24
S1	C057	14	11.27	24.5
S1	C057	15	16.36	25
S1	C057	16	NA	NA
S1	C057	17	15.12	25
S1	C057	18	16.23	24
S1	C057	19	16.27	25
S1	C057	20	17.25	24
S1	C057	21	NA	NA
S1	C057	22	NA	NA
S1	C057	23	15.22	24
S1	C057	24	16.62	23.5
S1	C057	25	13.46	24.5
S1	C057	26	13.4	24
S1	C057	27	15.02	25.5
S1	C057	28	NA	NA
S1	C057	29	12.35	24
S1	C057	30	14.07	24
S1	C058	1	NA	NA
S1	C058	2	11.94	20
S1	C058	3	9.93	20.5
S1	C058	4	14.32	23
S1	C058	5	11.65	22
S1	C058	6	11.2	21
S1	C058	7	11.52	20.5
S1	C058	8	9.8	22
S1	C058	9	9.87	17
S1	C058	10	12.25	21.5
S1	C058	11	16.11	19.5
S1	C058	12	11.36	21.5
S1	C058	13	14.01	21
S1	C058	14	15.15	21.5
S1	C058	15	13.75	20.5
S1	C058	16	13.24	21.5
S1	C058	17	15.12	22
S1	C058	18	13.18	22.5
S1	C058	19	11.78	22.5
S1	C058	20	8.59	22.5
S1	C058	21	14.32	21
S1	C058	22	11.84	22.5
S1	C058	23	12.99	19
S1	C058	24	13.69	18.5
S1	C058	25	12	20
S1	C058	26	NA	NA
S1	C058	27	14.71	21
S1	C058	28	12.89	21.5
S1	C058	29	13.05	22.5
S1	C058	30	14.96	20
S1	C059	1	9.84	16.5
S1	C059	2	13.18	18
S1	C059	3	13.78	16
S1	C059	4	14.26	15.5
S1	C059	5	12.99	17.5
S1	C059	6	14.77	17
S1	C059	7	14.39	17
S1	C059	8	14.39	17
S1	C059	9	15.6	17.5
S1	C059	10	14.1	17
S1	C059	11	13.85	17.5
S1	C059	12	13.37	18
S1	C059	13	15.28	18
S1	C059	14	14.42	16.5
S1	C059	15	14.32	18.5
S1	C059	16	14.55	15
S1	C059	17	14.9	17
S1	C059	18	13.21	20
S1	C059	19	14.71	19
S1	C059	20	13.59	17
S1	C059	21	15.41	16
S1	C059	22	9.39	14.5
S1	C059	23	NA	NA
S1	C059	24	15.53	16.5
S1	C059	25	13.4	16
S1	C059	26	12.19	16.5
S1	C059	27	11.24	19
S1	C059	28	13.5	17
S1	C059	29	13.5	17
S1	C059	30	12.73	16
S1	C060	1	NA	NA
S1	C060	2	NA	NA
S1	C060	3	12.54	19
S1	C060	4	16.39	19
S1	C060	5	11.78	19.5
S1	C060	6	16.04	18.5
S1	C060	7	16.93	17.5
S1	C060	8	15.6	18.5
S1	C060	9	14.29	20
S1	C060	10	15.15	16.5
S1	C060	11	11.62	18
S1	C060	12	16.11	20
S1	C060	13	16.39	19
S1	C060	14	17.35	20
S1	C060	15	17.19	16.5
S1	C060	16	15.85	17.5
S1	C060	17	16.04	20
S1	C060	18	NA	NA
S1	C060	19	16.87	21
S1	C060	20	15.92	17
S1	C060	21	13.37	14
S1	C060	22	17.35	17
S1	C060	23	16.87	14.5
S1	C060	24	17.54	14.5
S1	C060	25	14.04	19.5
S1	C060	26	14.29	15
S1	C060	27	16.77	17
S1	C060	28	13.66	20
S1	C060	29	17.63	16
S1	C060	30	15.28	17.5
S1	C061	1	9.87	16.5
S1	C061	2	5.73	16.5
S1	C061	3	15.76	16.5
S1	C061	4	15.34	19
S1	C061	5	17.13	16.5
S1	C061	6	14.01	16.5
S1	C061	7	15.22	16.5
S1	C061	8	14.32	18
S1	C061	9	18.94	16.5
S1	C061	10	14.74	18
S1	C061	11	NA	NA
S1	C061	12	13.02	16
S1	C061	13	14.8	17.5
S1	C061	14	NA	NA
S1	C061	15	15.44	20.5
S1	C061	16	13.53	18.5
S1	C061	17	17.41	18
S1	C061	18	4.39	18
S1	C061	19	16.65	19.5
S1	C061	20	17.13	16
S1	C061	21	16.04	16
S1	C061	22	16.71	17
S1	C061	23	16.11	18
S1	C061	24	8.24	12.5
S1	C061	25	13.5	16.5
S1	C061	26	NA	NA
S1	C061	27	14.42	17.5
S1	C061	28	NA	NA
S1	C061	29	14.55	16
S1	C061	30	14.55	17
S1	C062	1	11.94	21
S1	C062	2	14.36	20
S1	C062	3	14.8	18
S1	C062	4	14.71	20
S1	C062	5	12.57	20.5
S1	C062	6	15.85	19.5
S1	C062	7	15.02	20.5
S1	C062	8	16.01	19
S1	C062	9	12.83	19.5
S1	C062	10	12.35	19.5
S1	C062	11	14.2	16.5
S1	C062	12	14.8	23
S1	C062	13	NA	NA
S1	C062	14	16.3	18.5
S1	C062	15	15.6	20
S1	C062	16	13.53	22.5
S1	C062	17	15.34	20.5
S1	C062	18	14.8	21.5
S1	C062	19	14.07	22
S1	C062	20	15.53	18.5
S1	C062	21	17.73	16.5
S1	C062	22	NA	NA
S1	C062	23	15.76	19
S1	C062	24	NA	NA
S1	C062	25	13.37	16
S1	C062	26	13.37	19.5
S1	C062	27	16.04	19
S1	C062	28	16.84	19
S1	C062	29	15.66	18.5
S1	C062	30	15.76	18
S1	C063	1	10.5	20
S1	C063	2	5	17
S1	C063	3	NA	NA
S1	C063	4	12.1	17
S1	C063	5	11.9	18
S1	C063	6	12	17
S1	C063	7	NA	NA
S1	C063	8	NA	NA
S1	C063	9	9.3	17
S1	C063	10	NA	NA
S1	C063	11	NA	NA
S1	C063	12	NA	NA
S1	C063	13	NA	NA
S1	C063	14	11.6	14
S1	C063	15	NA	NA
S1	C063	16	12.7	12
S1	C063	17	NA	NA
S1	C063	18	NA	NA
S1	C063	19	11.4	14
S1	C063	20	12.7	13
S1	C063	21	NA	NA
S1	C063	22	NA	NA
S1	C063	23	NA	NA
S1	C063	24	7.4	18
S1	C063	25	NA	NA
S1	C063	26	NA	NA
S1	C063	27	13.5	17
S1	C063	28	11.7	18
S1	C063	29	14.8	15
S1	C063	30	14.1	15
S1	C064	1	14.01	18
S1	C064	2	12.1	16.5
S1	C064	3	12.35	18
S1	C064	4	4.46	19
S1	C064	5	7.38	16
S1	C064	6	NA	NA
S1	C064	7	14.64	18
S1	C064	8	NA	NA
S1	C064	9	5	16
S1	C064	10	11.3	17.5
S1	C064	11	14.26	13
S1	C064	12	14.58	18.5
S1	C064	13	NA	NA
S1	C064	14	15.76	15
S1	C064	15	14.26	19
S1	C064	16	15.85	16.5
S1	C064	17	NA	NA
S1	C064	18	13.37	18.5
S1	C064	19	10.98	17.5
S1	C064	20	16.07	15
S1	C064	21	NA	NA
S1	C064	22	15.28	16
S1	C064	23	10.5	16.5
S1	C064	24	14.39	16.5
S1	C064	25	12.99	17.5
S1	C064	26	12.1	18
S1	C064	27	16.01	14.5
S1	C064	28	14.87	17.5
S1	C064	29	12.16	18.5
S1	C064	30	13.69	16
S1	C065	1	NA	NA
S1	C065	2	12.41	20
S1	C065	3	15.22	18.5
S1	C065	4	15.28	19.5
S1	C065	5	14.87	19.5
S1	C065	6	15.53	17.5
S1	C065	7	13.27	19.5
S1	C065	8	NA	NA
S1	C065	9	15.76	18
S1	C065	10	18.56	17
S1	C065	11	17.03	18.5
S1	C065	12	13.11	22
S1	C065	13	15.06	18.5
S1	C065	14	14.23	20.5
S1	C065	15	NA	NA
S1	C065	16	18.62	17.5
S1	C065	17	NA	NA
S1	C065	18	15.28	20
S1	C065	19	11.2	15.5
S1	C065	20	17.25	18
S1	C065	21	16.55	19
S1	C065	22	18.62	18.5
S1	C065	23	14.01	18.5
S1	C065	24	15.98	18.5
S1	C065	25	16.39	17
S1	C065	26	14.32	20
S1	C065	27	13.97	20
S1	C065	28	16.71	18.5
S1	C065	29	17.73	17.5
S1	C065	30	12.16	18.5
S1	C066	1	14.58	16.5
S1	C066	2	13.69	15
S1	C066	3	16.49	16
S1	C066	4	15.72	16
S1	C066	5	15.34	17.5
S1	C066	6	11.46	17
S1	C066	7	15.82	17.5
S1	C066	8	14.1	19
S1	C066	9	16.17	16.5
S1	C066	10	9.58	13.5
S1	C066	11	16.11	18
S1	C066	12	16.01	17
